area,bedrooms,bathrooms,floor,age,furnishing,location,price
3496,4,1,2,3,2,T Nagar,109888920
689,4,1,9,6,0,Anna Nagar,21293066
1375,1,4,1,19,1,OMR,26123943
3252,2,2,12,18,2,OMR,62624038
3617,5,3,6,14,1,Tambaram,45582689
2225,5,2,4,21,0,Anna Nagar,63983079
3669,1,1,13,3,2,Anna Nagar,104414761
1017,2,4,14,18,1,T Nagar,33045056
714,3,2,0,8,2,Guindy,20605305
1216,1,1,0,20,1,Anna Nagar,34503220
3867,1,3,8,12,1,Adyar,117509500
1425,5,3,4,13,0,Porur,23179924
2249,1,3,0,22,0,Porur,33616190
2116,1,1,6,13,1,Adyar,64027636
3746,1,4,8,21,2,Guindy,101938401
1012,5,2,10,9,2,OMR,21692912
1328,3,3,0,15,0,T Nagar,41823231
3948,3,1,9,4,1,Porur,60809577
3668,1,1,13,22,0,Velachery,73403157
3408,5,2,12,5,1,Besant Nagar,118683975
1275,3,3,3,1,1,T Nagar,41794202
2492,3,1,13,12,0,Guindy,68364142
3104,3,2,2,12,2,Velachery,63094060
3567,5,4,4,18,0,Anna Nagar,102011810
2839,5,4,6,17,1,Adyar,87432379
3386,1,4,7,18,0,Anna Nagar,95354631
1722,4,3,12,0,2,Tambaram,24251775
2171,3,2,1,7,2,Chromepet,29510482
1577,4,2,6,21,1,Adyar,47623531
1608,5,1,13,15,0,Velachery,33556020
2743,5,1,13,1,2,Besant Nagar,96881189
2287,5,1,0,7,0,Chromepet,30992148
3310,4,2,6,5,2,Tambaram,41662280
3861,5,1,7,15,1,OMR,75072301
636,1,2,1,22,1,Tambaram,8257531
2148,5,2,8,10,0,Chromepet,29782550
2926,2,4,0,16,1,Porur,45195673
2864,4,1,12,22,2,T Nagar,90309366
3514,2,4,5,18,1,Guindy,96357605
1472,5,3,0,10,2,Anna Nagar,43506131
2421,1,3,2,7,2,OMR,47020004
1896,3,3,10,21,1,Guindy,52731045
2709,5,2,5,3,2,Tambaram,34766745
1195,1,2,2,10,2,Besant Nagar,40840905
2503,4,2,7,7,0,Anna Nagar,71744056
1328,2,1,4,8,0,OMR,25267312
1965,2,4,1,1,0,Guindy,54763714
996,2,2,3,15,1,Anna Nagar,28669254
1298,4,4,8,5,0,Anna Nagar,39255645
3690,1,4,3,20,2,OMR,70894881
2824,4,4,9,20,1,Velachery,58369986
2235,2,1,9,18,1,T Nagar,69330186
995,5,1,7,7,1,Velachery,21367953
3092,3,3,4,13,1,Anna Nagar,87166638
3904,4,3,10,23,2,Chromepet,53170746
675,4,4,10,15,2,Adyar,22420222
864,1,3,9,11,0,Chromepet,12805539
3102,1,4,12,4,1,OMR,59387694
2419,4,1,12,23,0,Anna Nagar,69586037
1317,2,1,13,23,2,Anna Nagar,37871988
3382,3,1,14,18,1,Besant Nagar,116487923
1450,1,2,0,17,2,T Nagar,44938528
1990,2,4,6,8,0,Besant Nagar,69303644
743,5,1,2,1,2,OMR,16190042
1484,1,4,9,24,1,Porur,22503022
3740,2,3,7,19,1,Velachery,75236166
3770,2,3,13,11,0,Besant Nagar,128977324
995,3,1,11,1,1,OMR,20955119
3696,3,4,2,9,2,Velachery,75542184
3595,5,1,0,0,2,OMR,69684953
3538,2,3,4,3,2,Porur,55034649
2092,2,1,1,24,2,T Nagar,64155635
3822,3,4,10,11,0,T Nagar,120906536
1767,1,3,3,8,2,OMR,35796205
3216,1,2,0,3,0,Besant Nagar,109267788
1662,4,3,8,8,2,T Nagar,54428225
2756,3,2,5,5,0,Adyar,84204549
1665,4,1,7,0,2,Besant Nagar,58609980
1809,3,1,10,9,2,Guindy,50356313
3582,5,4,3,13,0,Tambaram,45241239
3045,2,2,8,21,1,OMR,58645024
3894,5,1,1,24,1,OMR,73728895
1233,3,2,8,17,1,OMR,25733507
1756,2,1,11,5,0,Porur,27706587
3834,1,3,4,17,1,OMR,73489994
1838,1,1,12,19,1,T Nagar,57208788
1332,4,4,5,15,0,T Nagar,42847519
834,3,3,2,14,1,Tambaram,11932593
3305,3,4,3,15,1,Tambaram,41290809
1350,1,3,5,7,1,Chromepet,18857687
3235,5,2,6,12,0,Besant Nagar,111085414
3680,2,4,0,22,0,T Nagar,114425184
3745,5,1,6,10,1,T Nagar,117970525
1553,5,2,0,24,1,Porur,24833283
3139,1,1,4,6,0,T Nagar,97561091
3560,1,3,5,16,1,T Nagar,111583934
3924,1,3,12,17,0,Chromepet,51259823
3901,4,1,1,21,1,Adyar,117924768
2142,5,1,14,22,0,Chromepet,29317192
1797,3,2,14,18,2,Adyar,54932236
2276,2,1,12,24,2,Chromepet,30504145
1791,4,4,9,12,0,T Nagar,57199697
2817,3,4,8,14,2,Chromepet,39367887
2016,5,1,13,22,1,T Nagar,64010871
3593,1,4,9,21,0,T Nagar,112268435
3442,5,1,5,21,0,Tambaram,41798479
3281,2,2,6,0,1,Anna Nagar,93536284
1817,4,4,13,15,1,Adyar,56602476
2140,4,4,14,4,0,Guindy,59931861
2676,2,1,9,2,1,Besant Nagar,93820946
3836,3,4,14,22,0,Besant Nagar,131767275
2045,3,3,7,9,1,Chromepet,28219025
2986,4,2,10,18,0,Anna Nagar,85438996
2119,4,2,14,4,1,Porur,33790786
1988,1,4,12,6,1,Guindy,55587636
2456,3,4,9,13,2,Besant Nagar,85889160
1965,2,3,0,2,2,Velachery,41042350
1099,3,3,13,12,2,OMR,24199169
2280,1,4,7,12,1,Velachery,46417865
1110,4,4,3,9,0,Porur,19208800
3998,4,3,9,1,1,Guindy,110642070
816,1,1,7,5,2,Besant Nagar,29348724
1924,2,3,12,7,1,Chromepet,26952617
1755,4,1,14,3,2,OMR,36764138
2427,5,2,5,24,2,Adyar,74339961
3741,4,2,10,11,0,Besant Nagar,129102610
3923,5,3,8,14,0,Besant Nagar,135974736
2410,1,1,10,7,2,Porur,37090578
3092,1,3,3,6,2,Besant Nagar,106938218
3523,4,3,1,13,1,Guindy,96691680
1805,3,1,13,22,2,Anna Nagar,51292558
2814,5,3,1,18,1,Guindy,76932205
690,2,2,4,13,2,Adyar,21834590
1313,4,4,9,21,0,Anna Nagar,38869442
2481,2,4,8,12,0,Besant Nagar,84634515
638,4,3,11,20,2,Besant Nagar,23842225
3797,3,1,2,0,1,OMR,74039188
772,3,1,7,18,1,Besant Nagar,26589025
1252,3,2,3,0,1,T Nagar,40195016
1353,3,1,5,3,2,Adyar,42606183
1843,1,1,9,9,2,Tambaram,23630268
1681,1,2,5,2,0,Chromepet,23525049
2283,5,3,2,19,0,OMR,44523829
3123,2,4,13,8,2,Velachery,64282211
1055,4,2,4,2,0,Anna Nagar,32086342
1428,4,3,11,5,1,Tambaram,19158529
1494,1,2,2,5,1,Chromepet,20525642
1984,4,3,10,22,2,Besant Nagar,70467557
2558,1,2,14,24,1,Guindy,70132354
3672,5,3,10,11,2,T Nagar,116883635
3034,2,2,14,22,1,Anna Nagar,86661033
2596,5,3,0,0,2,Anna Nagar,75550433
2995,3,2,6,15,1,Anna Nagar,85504035
789,3,4,3,23,1,Adyar,24678705
1104,3,4,13,4,0,Anna Nagar,33681981
1814,5,1,6,8,0,OMR,36352740
2131,4,3,2,9,0,Chromepet,28503965
1423,2,2,11,12,0,Guindy,39612471
1528,3,3,14,14,0,OMR,29587175
1533,3,4,14,11,0,OMR,31443956
1740,3,3,10,4,2,T Nagar,56163224
733,2,2,4,4,2,Guindy,22283776
2705,3,3,4,17,0,T Nagar,85119815
1284,2,2,14,11,2,Anna Nagar,38174090
3319,3,4,12,2,0,Anna Nagar,94627388
2820,5,4,1,24,2,OMR,55812287
2452,5,4,10,6,1,OMR,49077670
1414,2,1,9,16,2,Anna Nagar,41247258
1772,5,4,11,18,2,Porur,28650823
679,2,3,1,17,2,Chromepet,9951903
3533,5,1,3,0,1,Adyar,107511058
3884,5,4,14,24,0,Tambaram,48710904
802,2,3,3,23,2,Besant Nagar,29209243
3411,4,3,3,4,2,Velachery,70870634
1852,5,3,5,1,1,Guindy,52547685
2299,3,2,1,0,0,T Nagar,71387920
1850,4,1,5,6,2,Guindy,51592156
2282,2,3,6,10,1,Anna Nagar,65483326
2155,4,2,10,10,0,Tambaram,27304571
2694,1,4,9,17,0,Velachery,55463575
1856,1,3,2,16,2,OMR,36159769
3976,5,2,10,1,2,OMR,78943297
2149,5,3,11,6,2,T Nagar,69631450
1766,3,1,7,6,2,Chromepet,24530008
1996,4,1,1,9,1,Besant Nagar,68968336
3930,1,4,10,21,1,Chromepet,51593922
3303,5,3,7,20,2,Tambaram,42334306
1070,4,2,12,2,0,Chromepet,15815994
3618,5,4,10,11,2,T Nagar,115279148
1635,5,3,4,2,0,Velachery,34657127
1953,1,4,1,10,0,Velachery,39268485
3383,1,2,6,11,0,Velachery,68497570
3431,5,4,13,24,1,OMR,67055648
1567,2,4,1,3,0,Porur,24634756
957,5,4,13,24,0,Tambaram,12849655
3619,5,3,5,15,1,Besant Nagar,124799438
1267,3,2,9,19,0,Tambaram,16206053
972,3,1,2,17,0,Tambaram,12040254
1631,3,3,8,3,2,Chromepet,23892113
1745,2,1,2,21,0,Adyar,52482760
1971,2,1,10,5,0,Tambaram,26295656
3323,5,3,14,20,0,T Nagar,105225125
689,3,3,11,14,0,Adyar,21292256
3345,2,2,11,0,0,Porur,51618558
3987,1,2,2,2,1,T Nagar,124503875
3849,5,4,4,4,0,Tambaram,48221184
1139,4,1,6,21,0,Guindy,31649305
3379,5,2,13,16,1,OMR,66039301
1468,4,4,7,13,1,Chromepet,21330409
640,3,2,11,8,0,Anna Nagar,18495656
1339,4,3,10,2,0,Besant Nagar,48318079
2546,3,2,6,12,0,Besant Nagar,86894854
3149,1,1,8,2,2,T Nagar,98807222
3606,4,2,4,10,2,Besant Nagar,124137646
3816,5,1,9,1,0,Adyar,116742960
1824,3,3,10,23,1,Velachery,37718379
1528,5,1,14,14,0,Guindy,43221825
2636,2,2,2,12,1,Anna Nagar,75233596
3108,3,4,5,18,1,Besant Nagar,107536307
3379,4,3,4,21,1,Besant Nagar,116314153
3399,3,2,11,15,0,T Nagar,106848753
1524,5,3,3,17,0,Tambaram,20838003
3556,1,3,11,6,1,OMR,69426119
2181,3,2,1,12,2,Chromepet,29576231
3924,4,2,6,3,2,Chromepet,53930932
989,2,4,12,8,2,Chromepet,15232655
2217,1,3,4,9,1,Chromepet,29329612
3530,2,3,3,8,0,Porur,53889638
855,3,2,11,6,1,Anna Nagar,25063871
1308,5,1,13,14,2,Tambaram,16843489
2438,5,2,7,7,0,OMR,47817479
2544,4,3,8,18,1,OMR,50127290
3097,5,2,8,10,1,T Nagar,98219754
609,1,4,2,4,2,Guindy,17277212
3471,5,1,2,1,1,Besant Nagar,118834619
1397,4,2,4,9,0,Besant Nagar,49673381
3913,3,4,4,15,2,Tambaram,48803646
3922,3,3,9,22,2,Porur,61177855
1476,5,2,1,12,0,Adyar,46499295
1628,2,3,0,7,2,Velachery,34347354
3790,3,4,7,8,1,Tambaram,47489571
1615,5,3,2,10,1,Adyar,50301174
2424,4,4,0,10,2,Velachery,50939298
973,5,4,0,22,0,OMR,19827071
3736,3,4,10,15,1,Porur,57595190
2793,4,2,14,9,0,Tambaram,34407047
823,5,3,1,23,1,Chromepet,12137447
1862,1,3,5,11,1,OMR,36886335
2824,4,1,5,24,2,Adyar,86539658
2402,1,1,13,5,2,Tambaram,30300639
1452,2,1,2,11,0,Tambaram,17439644
3953,4,1,11,9,2,T Nagar,125084371
662,1,3,3,17,1,Anna Nagar,19148317
1840,3,4,11,17,1,OMR,36597162
3474,3,4,12,3,0,Tambaram,43140042
3442,2,2,1,8,0,Besant Nagar,118809880
1288,4,4,1,6,1,Besant Nagar,46221199
2084,4,3,14,17,2,Anna Nagar,61095124
2233,4,3,6,7,2,Tambaram,28684595
2752,2,3,12,10,0,Chromepet,37215874
3770,4,2,0,6,0,Anna Nagar,106879253
1110,3,1,6,8,1,Anna Nagar,32801047
984,1,4,13,7,1,Adyar,31919859
1004,3,3,11,2,0,Adyar,31372892
3470,3,3,13,16,1,Guindy,94912661
1117,1,1,11,1,0,OMR,22555868
1075,3,3,13,14,0,Velachery,22835985
2600,2,4,0,13,2,Anna Nagar,74587437
3356,1,2,13,17,0,Adyar,101163470
2268,3,3,5,15,1,Porur,34795612
2493,5,4,2,19,2,Guindy,68571325
3418,3,3,7,21,2,Tambaram,42768063
2060,2,1,5,3,1,OMR,40574325
3694,4,3,10,24,1,Tambaram,46403107
3644,3,3,1,19,1,Guindy,99591936
3324,4,2,7,5,0,T Nagar,102915282
1313,5,1,4,5,2,Besant Nagar,47093717
682,3,1,7,10,0,OMR,13279271
1768,1,2,7,16,0,Besant Nagar,59588141
3756,4,3,5,23,0,Porur,56475922
3749,5,4,1,2,0,Tambaram,46217906
3104,1,1,7,12,2,T Nagar,97233489
2501,1,1,14,21,2,Porur,38009407
2648,1,3,14,2,0,Velachery,53720447
650,1,3,10,15,1,Tambaram,8861541
1284,3,1,5,14,2,Guindy,35405033
1316,3,3,5,10,0,T Nagar,42636535
2069,3,4,7,17,1,OMR,41656109
1048,5,1,0,14,1,T Nagar,33769198
1480,5,4,1,4,0,Tambaram,20638637
1087,5,4,11,15,2,Adyar,36047795
2423,2,3,11,15,1,Porur,37787303
2681,5,4,8,16,2,T Nagar,86537726
2742,3,3,10,8,2,Besant Nagar,95097168
3743,3,2,11,22,1,Porur,56387372
2174,2,3,7,2,0,Besant Nagar,74608810
2801,2,4,11,19,1,T Nagar,87937157
849,5,2,6,12,1,Adyar,27707151
1273,4,3,6,21,2,Porur,20277588
1037,2,4,4,2,0,Guindy,29181099
2765,1,1,1,6,2,Porur,41660261
1370,3,1,10,5,1,OMR,27353549
3977,1,3,5,8,0,T Nagar,124788354
867,3,3,9,11,0,Velachery,19028787
2584,3,1,2,14,0,Tambaram,31359505
1677,2,4,3,20,0,Anna Nagar,48316235
835,2,4,12,19,0,Chromepet,12107832
988,1,4,9,2,1,Velachery,21546827
3637,3,3,11,9,1,Besant Nagar,126169387
1362,1,2,10,0,1,Guindy,38052689
2448,4,2,1,18,2,Guindy,67984120
3048,1,2,13,18,0,Chromepet,40676464
1223,5,2,1,22,0,Adyar,37687227
3414,1,2,11,22,1,OMR,64787903
3974,5,3,7,12,0,Tambaram,49664345
3566,5,3,7,11,2,Velachery,74398626
3878,5,2,9,0,0,Anna Nagar,111343884
1852,4,3,5,18,0,Porur,29965125
3500,1,3,12,23,2,Chromepet,46334799
1177,1,2,4,15,1,Adyar,36249650
2722,4,4,7,24,1,Guindy,74630856
1034,3,3,3,22,0,Anna Nagar,29822791
2750,2,4,10,22,2,Guindy,76322706
1363,1,3,3,14,1,T Nagar,43446212
3385,2,3,4,15,1,Chromepet,45106536
3453,4,2,0,10,1,Adyar,104905973
1929,3,3,0,23,0,Porur,29017584
2745,3,1,1,5,2,Besant Nagar,94667113
3445,3,1,13,10,0,Adyar,104044898
1958,4,2,7,2,1,Tambaram,25444402
3506,5,4,6,14,2,Porur,54226888
3082,5,4,14,0,0,Velachery,63980666
1046,2,4,14,6,1,Adyar,33916402
2617,5,1,9,0,1,Porur,42025697
1931,5,4,8,16,0,Velachery,40535576
848,3,4,4,8,1,Adyar,27302384
765,3,2,1,22,1,Anna Nagar,22239447
3631,2,4,6,12,2,Besant Nagar,125404164
1958,1,1,14,10,1,Anna Nagar,56050658
1619,2,1,7,19,0,Tambaram,19149612
1141,2,1,11,5,2,Porur,17543458
1358,4,2,6,0,0,Velachery,28551555
3777,4,2,13,6,1,T Nagar,119269834
2728,2,3,6,11,2,Adyar,83880091
2780,2,4,11,21,2,T Nagar,87907179
1396,2,2,14,19,2,Adyar,43587188
3547,5,1,13,22,2,Tambaram,44085559
737,4,1,4,18,0,T Nagar,23691635
2831,2,2,1,16,1,Velachery,57312742
1953,3,2,5,3,1,OMR,38409161
3432,3,2,3,2,2,Anna Nagar,97431220
2475,5,3,9,0,1,Velachery,52186661
3631,5,1,1,17,0,Guindy,99437618
668,1,3,11,20,1,Chromepet,9131524
3193,1,3,8,14,0,Tambaram,38951903
2700,1,4,6,7,0,Besant Nagar,93597494
2073,5,1,5,0,1,Adyar,64130329
804,5,1,11,19,0,Velachery,17573641
2773,5,2,4,13,0,T Nagar,87490145
642,3,2,2,3,0,Chromepet,9532104
2506,5,4,11,4,0,OMR,51138239
2758,3,3,14,22,2,Guindy,76438876
1360,1,2,14,12,1,T Nagar,42544908
3854,1,2,9,23,2,Anna Nagar,109406209
3495,1,1,9,14,0,OMR,66932406
2742,2,1,3,5,1,Chromepet,36459212
2594,2,2,2,0,0,Porur,40684721
2535,4,1,11,22,1,Porur,38955655
1499,4,4,10,18,2,Chromepet,22624850
959,4,2,7,12,1,Porur,16151651
3547,2,1,2,5,0,Tambaram,43766779
2319,2,4,6,14,1,Velachery,49303751
880,4,1,6,15,1,Adyar,27840045
3866,4,1,6,23,2,Velachery,78551584
2487,5,1,12,22,0,Guindy,68035485
3866,4,2,6,15,1,Velachery,78809714
1266,5,3,13,9,2,Velachery,27691914
692,3,1,1,21,1,Anna Nagar,19842515
1271,2,4,9,8,0,Adyar,41107342
2569,4,2,2,8,1,Velachery,53069798
660,2,2,9,16,1,Adyar,20583156
3281,2,4,8,16,1,Besant Nagar,112859140
3722,2,1,2,16,1,Porur,56134064
1628,3,3,1,23,0,T Nagar,51622200
2089,1,1,8,11,2,Anna Nagar,59406887
1203,4,4,12,12,2,Porur,21469444
1281,1,2,9,11,1,Adyar,39231950
3181,1,3,8,13,0,Porur,48369210
2028,1,2,3,9,0,Velachery,40601607
3485,2,4,13,22,0,T Nagar,109013309
3292,5,1,11,18,0,Velachery,66503214
2880,2,3,8,1,0,Guindy,78255094
1123,2,2,2,3,0,Velachery,23752336
2993,1,2,6,18,1,T Nagar,92440279
3717,2,2,6,6,2,OMR,72385982
3193,1,1,14,14,2,Besant Nagar,109451751
2568,5,3,10,14,1,Adyar,79799764
1701,4,1,7,23,2,Besant Nagar,58302297
2353,1,1,9,5,0,Guindy,64580125
2436,5,1,14,2,0,Besant Nagar,85309799
3744,4,4,3,5,2,Porur,58791258
3441,3,4,2,15,0,Chromepet,46494949
2896,1,4,2,1,0,Anna Nagar,82283143
2694,1,3,14,6,2,T Nagar,84150080
1744,3,1,11,10,1,Anna Nagar,50556554
2861,3,1,4,6,2,T Nagar,90410836
2886,1,4,10,3,2,Adyar,88437687
1679,3,1,14,23,2,Besant Nagar,58045113
2997,2,1,13,19,2,Adyar,90919540
706,4,2,0,6,1,Velachery,16459029
3478,4,1,9,3,1,Velachery,71080046
647,4,2,2,11,0,Anna Nagar,18505794
936,2,1,13,4,0,Tambaram,11787868
1649,3,3,5,22,2,Tambaram,21140352
3451,5,4,2,18,0,Chromepet,47378425
1880,3,2,4,4,1,Tambaram,25252425
2655,1,4,8,18,0,Guindy,72790115
1224,4,2,1,20,0,Porur,18719377
2490,3,2,10,2,0,Porur,38632454
1876,5,2,1,10,2,Velachery,40007918
2315,1,3,11,6,0,Tambaram,29655817
3366,2,1,5,16,1,Chromepet,44097001
902,2,2,5,24,1,T Nagar,29214225
1238,5,3,10,8,1,Velachery,27175219
655,1,2,10,20,1,Adyar,20657141
1325,4,1,7,8,0,Tambaram,17902733
1125,3,2,11,9,2,Velachery,23749116
1073,1,3,12,12,1,Tambaram,14371719
627,2,1,10,14,1,Guindy,18633321
2725,5,3,13,21,2,Chromepet,37554667
3887,5,1,1,4,2,Anna Nagar,110397709
964,3,1,8,2,1,OMR,20233392
3313,5,4,14,7,1,Chromepet,46105721
1125,5,4,1,19,2,Tambaram,15426347
3346,1,4,12,9,1,Adyar,101968893
1935,4,1,0,12,1,Adyar,58384852
1482,3,2,9,2,0,Anna Nagar,43368237
1630,1,3,1,21,2,Besant Nagar,56826298
1626,4,3,11,7,0,Adyar,50492662
2246,1,3,6,8,0,Velachery,45385791
1518,1,4,7,21,2,Adyar,46736280
3397,5,1,4,20,0,OMR,67065938
3010,4,4,5,11,1,Anna Nagar,86889941
2374,3,2,11,10,0,Velachery,48882912
2131,3,1,0,1,2,Tambaram,27151799
3945,4,3,14,17,1,Chromepet,53954423
3453,5,4,5,8,1,Anna Nagar,98709312
3386,2,4,11,1,1,OMR,66799871
2506,1,2,14,1,1,Porur,38641272
3686,5,2,7,2,0,OMR,72666457
1815,4,4,12,15,0,T Nagar,58118022
2254,1,2,2,18,1,T Nagar,70304347
1084,3,3,10,3,2,Porur,18460561
2675,2,2,0,22,1,Guindy,72944343
1313,3,2,10,24,0,Adyar,40142659
1662,4,4,3,17,1,Chromepet,24404985
2576,1,4,0,19,0,Besant Nagar,88633433
1896,4,1,13,24,1,Besant Nagar,65151855
1854,1,1,7,17,2,Chromepet,24867728
2733,5,4,4,9,1,OMR,54684577
725,2,2,0,10,2,Porur,11745920
3459,5,2,13,16,2,Porur,54901238
1136,5,1,7,23,1,Tambaram,15559325
2792,4,1,8,24,2,Anna Nagar,79474218
3883,2,1,9,22,2,Velachery,79020607
2672,1,3,1,23,0,T Nagar,81656668
2203,1,3,8,19,0,Besant Nagar,76120794
666,3,1,7,15,2,Adyar,21773254
832,1,2,6,19,1,Velachery,16586161
2756,4,1,2,12,2,OMR,54009940
1769,5,3,1,1,1,Tambaram,22574858
2758,5,2,6,23,0,Velachery,56058288
2875,5,3,14,1,1,Tambaram,38057819
710,2,2,4,24,2,Besant Nagar,24873581
2093,1,3,5,13,2,Besant Nagar,72257898
2681,4,2,3,3,2,Adyar,82582613
1222,2,2,1,16,2,Porur,19204285
3395,3,2,8,12,2,OMR,66718744
3242,4,2,2,3,1,Guindy,89054505
3072,4,4,11,2,2,Chromepet,43115673
3260,4,3,13,11,0,Adyar,99237691
2141,5,3,6,21,2,Besant Nagar,75224549
3339,4,4,13,22,1,Anna Nagar,95351314
1905,1,2,7,7,2,Porur,29824506
3991,4,2,1,1,2,Chromepet,53811914
2361,5,3,13,5,1,Anna Nagar,68790173
2575,4,4,5,21,2,Adyar,78657636
2962,3,2,10,9,1,Velachery,61094625
1476,3,2,7,11,2,Guindy,41839332
2589,5,2,6,20,0,Tambaram,31802679
1912,1,1,10,9,2,Chromepet,25697800
2060,1,4,2,9,1,Chromepet,27885006
3309,2,2,0,22,0,Adyar,99090675
2924,5,1,13,2,1,Chromepet,40420589
2333,4,4,5,19,2,Tambaram,30794050
2205,5,2,7,9,0,Tambaram,27840918
2126,2,3,5,8,1,Anna Nagar,59751906
3271,5,1,4,19,0,Velachery,66260630
3163,5,1,10,18,0,Tambaram,39271920
3490,2,2,11,13,1,Guindy,95265005
2997,1,2,7,1,0,Chromepet,40105405
2230,4,1,1,4,1,Anna Nagar,63465959
3470,2,3,14,19,0,Besant Nagar,118532359
1760,3,3,11,7,0,Anna Nagar,50712756
1358,1,4,14,6,0,Guindy,37899075
3546,3,2,0,5,2,Porur,55850420
842,1,3,0,10,2,Anna Nagar,25352223
3190,4,4,14,11,1,Besant Nagar,110135236
1663,4,3,13,17,0,Tambaram,20761095
828,5,2,3,18,1,T Nagar,27205123
3195,3,4,5,9,2,T Nagar,102090797
1519,1,4,12,24,2,T Nagar,48662044
1846,4,4,8,24,2,Porur,29613557
605,2,3,0,20,2,Besant Nagar,21241962
3993,4,2,11,13,1,Guindy,110229581
1067,2,4,0,2,0,Adyar,33418994
2355,1,1,12,17,1,T Nagar,74540879
674,4,2,12,23,0,Adyar,20656147
603,4,1,4,14,2,Porur,10796822
2470,1,1,9,5,0,Adyar,74568351
1245,4,4,4,9,2,Chromepet,18732137
717,2,4,4,11,1,Porur,12290428
3528,4,3,9,6,0,Adyar,108104833
2229,3,3,5,16,1,Anna Nagar,64260791
3151,5,3,7,0,2,T Nagar,101325896
2621,2,2,2,17,1,Velachery,54065861
1546,3,3,8,14,2,OMR,31221897
3221,1,1,12,18,2,Porur,48923825
2064,2,3,0,0,2,Tambaram,25855089
793,5,4,3,4,1,OMR,17824443
1446,5,3,8,14,1,Guindy,41649458
3362,1,2,14,2,0,Porur,51075776
2015,1,2,13,0,0,Porur,32147332
3697,2,1,7,7,1,Adyar,111979324
2058,4,2,9,11,1,Porur,32102091
2820,1,3,8,21,1,T Nagar,87705856
3971,4,4,0,24,1,Besant Nagar,135832378
2268,3,2,8,18,2,Besant Nagar,78129272
2973,5,1,2,24,2,Guindy,81895950
2033,4,3,10,24,2,Chromepet,28700913
1741,5,1,11,11,1,Velachery,37729572
3483,4,2,9,12,2,Chromepet,46999888
2410,3,2,8,0,2,T Nagar,77081478
1323,1,1,0,18,0,T Nagar,40469487
824,3,3,0,5,0,Anna Nagar,24382061
1131,1,2,8,7,2,Besant Nagar,39033809
712,1,4,10,3,2,OMR,14946401
2787,5,2,13,4,2,Tambaram,36735530
1158,3,3,5,24,1,Porur,17668267
2648,4,2,3,21,0,Velachery,54177415
2737,3,1,6,6,0,Tambaram,33665925
1253,5,2,4,22,0,Chromepet,16546231
919,1,2,9,3,2,Tambaram,11288715
2173,5,3,13,19,1,Anna Nagar,63815730
2428,2,1,6,3,0,Velachery,48587291
2517,2,3,7,14,0,Velachery,51297813
738,4,2,7,20,1,Anna Nagar,22240975
3492,5,4,0,4,2,T Nagar,110235398
2626,4,2,7,23,2,Anna Nagar,74781237
2906,4,3,5,8,0,T Nagar,92055411
1501,2,4,3,1,0,OMR,30175658
1289,4,3,12,6,1,Guindy,36982712
2639,2,3,13,16,0,T Nagar,83137452
609,1,1,11,15,1,Tambaram,7956882
860,5,4,7,16,0,T Nagar,28184791
2542,4,2,2,19,0,Guindy,70174245
2273,2,3,12,22,0,Chromepet,30572710
2819,3,2,3,1,2,Porur,43273984
3545,4,1,14,10,1,Anna Nagar,101470837
2660,1,1,5,1,1,Porur,40552242
1791,1,4,10,0,2,Anna Nagar,52103281
2219,3,1,6,1,2,OMR,44025097
920,2,1,3,22,2,Besant Nagar,31453526
1942,4,2,3,8,1,Tambaram,25885518
2236,2,1,6,21,0,Tambaram,26345341
2976,1,1,5,1,2,Chromepet,39926343
3432,2,3,12,14,2,Besant Nagar,118618675
3424,1,1,10,9,2,Besant Nagar,117576606
2594,2,3,7,14,0,Anna Nagar,73526507
3558,3,1,0,9,0,Tambaram,43247493
2543,5,1,9,24,2,Tambaram,31804410
2638,3,4,12,22,0,Besant Nagar,90701543
1718,3,4,10,16,2,Anna Nagar,50743271
2204,5,3,6,8,0,T Nagar,70183126
2965,5,1,11,17,1,T Nagar,94801092
835,4,2,6,3,1,Guindy,24909470
2569,4,4,10,8,0,Adyar,77916185
933,3,2,6,15,1,Velachery,20351629
2508,3,4,6,3,1,OMR,49755420
975,1,4,9,15,1,Anna Nagar,27805024
1760,1,1,13,18,2,T Nagar,56142127
3235,4,4,9,0,0,Chromepet,44287041
2170,4,2,7,22,0,Velachery,44209533
3160,1,4,8,5,0,Velachery,64687595
1919,1,3,8,9,1,Velachery,40141415
3991,2,1,1,15,2,Besant Nagar,136500707
3565,2,1,12,3,0,Guindy,97555909
2455,1,3,12,21,1,Chromepet,32476566
1972,2,3,6,21,2,Adyar,60882878
1472,5,3,6,12,2,Chromepet,21617525
1852,4,4,3,15,0,Chromepet,25513278
2917,4,1,8,19,0,Anna Nagar,82541246
2451,1,3,7,5,1,Guindy,67990412
3445,3,4,11,10,0,Porur,53393838
1914,1,3,0,23,1,Guindy,52422698
1324,2,2,1,2,2,Porur,21094212
3836,3,2,12,19,2,Adyar,117081152
2652,2,1,14,9,2,Anna Nagar,75999548
3498,5,4,12,0,2,Besant Nagar,121856622
677,2,2,1,19,0,Velachery,13786511
3221,5,2,11,10,0,Anna Nagar,91142698
731,5,4,11,11,1,Besant Nagar,27141980
1200,2,3,10,13,1,Anna Nagar,34241096
2372,2,4,14,24,1,Besant Nagar,83036750
1665,5,3,14,7,1,Anna Nagar,48606984
2736,3,2,7,10,1,Guindy,76664895
